phototran 2 330Hz siggen Jack King 04/10/15
2507 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2508 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2509 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2510 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2511 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2512 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2513 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2514 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2515 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2516 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2517 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2518 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2519 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2520 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2521 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2522 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2523 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2524 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2525 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2526 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2527 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2528 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2529 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2530 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2531 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2532 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2533 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2534 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2535 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2536 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2537 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2538 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2539 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2540 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2541 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2542 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2543 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2544 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2545 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2546 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2547 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2548 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2549 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2550 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2551 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2552 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2553 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2554 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2555 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2556 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2557 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2558 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2559 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2560 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2561 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2562 F 945 0x46 0x0 0x3 0xb1 0x2c 0xff 
2563 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
2564 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
2565 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2566 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2567 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2568 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2569 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2570 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2571 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2572 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2573 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2574 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2575 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2576 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2577 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2578 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2579 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2580 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2581 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2582 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2583 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2584 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2585 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2586 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2587 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2588 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2589 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2590 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2591 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2592 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2593 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2594 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2595 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2596 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2597 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2598 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2599 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2600 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2601 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2602 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2603 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2604 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2605 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2606 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2607 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2608 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2609 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2610 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2611 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2612 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2613 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2614 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2615 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2616 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2617 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2618 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2619 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2620 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2621 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2622 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2623 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2624 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2625 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2626 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2627 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2628 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2629 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2630 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2631 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2632 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2633 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2634 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2635 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2636 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2637 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2638 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2639 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2640 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2641 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2642 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2643 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2644 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2645 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2646 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2647 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2648 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2649 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2650 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2651 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2652 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2653 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2654 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2655 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2656 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2657 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2658 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2659 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2660 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2661 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2662 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2663 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2664 F 945 0x46 0x0 0x3 0xb1 0x2c 0xff 
2665 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
2666 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
2667 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2668 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2669 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2670 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2671 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2672 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2673 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2674 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2675 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2676 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2677 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2678 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2679 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2680 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2681 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2682 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2683 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2684 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2685 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2686 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2687 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2688 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2689 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2690 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2691 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2692 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2693 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2694 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2695 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2696 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2697 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2698 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2699 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2700 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2701 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2702 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2703 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2704 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2705 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2706 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2707 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2708 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2709 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2710 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2711 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2712 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2713 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2714 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2715 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2716 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2717 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2718 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2719 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2720 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2721 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2722 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2723 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2724 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2725 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2726 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2727 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2728 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2729 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2730 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2731 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2732 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2733 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2734 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2735 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2736 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2737 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2738 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2739 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2740 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2741 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2742 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2743 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2744 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2745 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2746 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2747 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2748 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2749 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2750 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2751 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2752 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2753 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2754 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2755 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2756 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2757 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2758 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2759 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2760 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2761 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2762 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2763 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2764 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2765 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2766 F 945 0x46 0x0 0x3 0xb1 0x2c 0xff 
2767 R 954 0x52 0x0 0x3 0xba 0x2c 0xff 
2768 F 956 0x46 0x0 0x3 0xbc 0x2c 0xff 
2769 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2770 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2771 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2772 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2773 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2774 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2775 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2776 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2777 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2778 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2779 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2780 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2781 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2782 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2783 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2784 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2785 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2786 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2787 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2788 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2789 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2790 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2791 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2792 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2793 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2794 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2795 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2796 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2797 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2798 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2799 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2800 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2801 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2802 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2803 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2804 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2805 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2806 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2807 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2808 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2809 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2810 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2811 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2812 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2813 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2814 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2815 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2816 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2817 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2818 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2819 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2820 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2821 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2822 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2823 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2824 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2825 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2826 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2827 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2828 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2829 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2830 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2831 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2832 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2833 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2834 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2835 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2836 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2837 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2838 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2839 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2840 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2841 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2842 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2843 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2844 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2845 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2846 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2847 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2848 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2849 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2850 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2851 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2852 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2853 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2854 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2855 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2856 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2857 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2858 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2859 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2860 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2861 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2862 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2863 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2864 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2865 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2866 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2867 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2868 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2869 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2870 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2871 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2872 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2873 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2874 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2875 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2876 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2877 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2878 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2879 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2880 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2881 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2882 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2883 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2884 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2885 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2886 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2887 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2888 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2889 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2890 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2891 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2892 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2893 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2894 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2895 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2896 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2897 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2898 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2899 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2900 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2901 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2902 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2903 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2904 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2905 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2906 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2907 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2908 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2909 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2910 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2911 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2912 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2913 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2914 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2915 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2916 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2917 F 1918 0x46 0x0 0x7 0x7e 0x2c 0xff 
2918 R 952 0x52 0x0 0x3 0xb8 0x2c 0xff 
2919 F 946 0x46 0x0 0x3 0xb2 0x2c 0xff 
2920 R 953 0x52 0x0 0x3 0xb9 0x2c 0xff 
2921 F 957 0x46 0x0 0x3 0xbd 0x2c 0xff 
2922 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
