PhotoTran 2 Sig Gen 1MHz Jack King 04/09/15
2448 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2449 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2450 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
2451 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2452 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2453 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2454 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2455 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2456 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2457 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2458 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2459 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2460 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2461 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2462 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2463 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2464 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2465 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2466 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2467 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2468 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2469 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2470 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2471 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2472 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2473 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2474 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
2475 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2476 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
2477 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2478 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2479 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2480 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2481 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2482 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2483 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2484 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2485 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2486 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2487 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2488 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2489 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2490 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2491 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2492 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2493 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2494 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2495 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2496 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2497 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2498 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2499 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2500 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2501 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2502 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2503 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2504 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2505 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2506 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2507 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2508 F 1001 0x46 0x0 0x3 0xe9 0x2c 0xff 
2509 F 979 0x46 0x0 0x3 0xd3 0x2c 0xff 
2510 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2511 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2512 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2513 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2514 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2515 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2516 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2517 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2518 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2519 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2520 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2521 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2522 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2523 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2524 F 1007 0x46 0x0 0x3 0xef 0x2c 0xff 
2525 F 976 0x46 0x0 0x3 0xd0 0x2c 0xff 
2526 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2527 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2528 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2529 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2530 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2531 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2532 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2533 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2534 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2535 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2536 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
2537 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2538 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2539 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2540 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2541 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2542 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2543 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2544 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2545 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2546 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2547 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2548 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2549 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2550 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2551 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2552 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2553 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2554 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2555 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2556 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2557 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2558 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2559 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2560 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2561 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2562 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2563 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
2564 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2565 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2566 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2567 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2568 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2569 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2570 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2571 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
2572 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2573 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2574 R 1013 0x52 0x0 0x3 0xf5 0x2c 0xff 
2575 R 963 0x52 0x0 0x3 0xc3 0x2c 0xff 
2576 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2577 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2578 F 997 0x46 0x0 0x3 0xe5 0x2c 0xff 
2579 F 979 0x46 0x0 0x3 0xd3 0x2c 0xff 
2580 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2581 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2582 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2583 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2584 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2585 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2586 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2587 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2588 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2589 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2590 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2591 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2592 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2593 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2594 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2595 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2596 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2597 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2598 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2599 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2600 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2601 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2602 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2603 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2604 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2605 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2606 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2607 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2608 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2609 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2610 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2611 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2612 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2613 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2614 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2615 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2616 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2617 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2618 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2619 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2620 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2621 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
2622 R 1235 0x52 0x0 0x4 0xd3 0x2c 0xff 
2623 R 741 0x52 0x0 0x2 0xe5 0x2c 0xff 
2624 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2625 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2626 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2627 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2628 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2629 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2630 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2631 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2632 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2633 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2634 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2635 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2636 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2637 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2638 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2639 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2640 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2641 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2642 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2643 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2644 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
2645 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
2646 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2647 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2648 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2649 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2650 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2651 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2652 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2653 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2654 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2655 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2656 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2657 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2658 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2659 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2660 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2661 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2662 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2663 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2664 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2665 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2666 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2667 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2668 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2669 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2670 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2671 F 1007 0x46 0x0 0x3 0xef 0x2c 0xff 
2672 F 976 0x46 0x0 0x3 0xd0 0x2c 0xff 
2673 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2674 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2675 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2676 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2677 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2678 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2679 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2680 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2681 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2682 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2683 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
2684 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2685 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2686 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2687 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2688 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2689 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2690 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2691 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2692 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2693 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2694 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2695 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2696 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2697 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2698 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2699 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2700 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2701 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2702 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2703 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2704 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2705 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2706 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2707 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2708 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2709 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2710 F 983 0x46 0x0 0x3 0xd7 0x2c 0xff 
2711 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2712 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2713 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2714 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2715 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2716 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2717 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2718 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2719 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2720 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2721 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2722 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2723 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2724 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2725 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2726 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2727 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2728 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2729 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2730 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2731 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2732 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2733 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2734 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
2735 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2736 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2737 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2738 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2739 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2740 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2741 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2742 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2743 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2744 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2745 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2746 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2747 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2748 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2749 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2750 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2751 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2752 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2753 R 980 0x52 0x0 0x3 0xd4 0x2c 0xff 
2754 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2755 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2756 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2757 R 1007 0x52 0x0 0x3 0xef 0x2c 0xff 
2758 R 973 0x52 0x0 0x3 0xcd 0x2c 0xff 
2759 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2760 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2761 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2762 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2763 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2764 R 1018 0x52 0x0 0x3 0xfa 0x2c 0xff 
2765 R 962 0x52 0x0 0x3 0xc2 0x2c 0xff 
2766 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2767 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2768 R 1001 0x52 0x0 0x3 0xe9 0x2c 0xff 
2769 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2770 R 997 0x52 0x0 0x3 0xe5 0x2c 0xff 
2771 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2772 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2773 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2774 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2775 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2776 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2777 R 1004 0x52 0x0 0x3 0xec 0x2c 0xff 
2778 R 979 0x52 0x0 0x3 0xd3 0x2c 0xff 
2779 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2780 R 986 0x52 0x0 0x3 0xda 0x2c 0xff 
2781 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2782 R 1011 0x52 0x0 0x3 0xf3 0x2c 0xff 
2783 R 969 0x52 0x0 0x3 0xc9 0x2c 0xff 
2784 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2785 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2786 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2787 R 994 0x52 0x0 0x3 0xe2 0x2c 0xff 
2788 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2789 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2790 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2791 F 1008 0x46 0x0 0x3 0xf0 0x2c 0xff 
2792 F 968 0x46 0x0 0x3 0xc8 0x2c 0xff 
2793 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2794 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2795 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2796 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2797 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2798 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2799 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2800 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2801 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2802 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2803 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2804 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2805 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2806 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2807 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2808 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2809 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2810 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2811 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2812 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2813 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2814 F 982 0x46 0x0 0x3 0xd6 0x2c 0xff 
2815 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2816 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2817 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2818 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2819 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2820 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2821 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2822 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2823 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2824 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2825 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2826 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2827 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2828 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2829 F 1000 0x46 0x0 0x3 0xe8 0x2c 0xff 
2830 F 980 0x46 0x0 0x3 0xd4 0x2c 0xff 
2831 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2832 F 993 0x46 0x0 0x3 0xe1 0x2c 0xff 
2833 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2834 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2835 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2836 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2837 R 993 0x52 0x0 0x3 0xe1 0x2c 0xff 
2838 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2839 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2840 R 1000 0x52 0x0 0x3 0xe8 0x2c 0xff 
2841 R 983 0x52 0x0 0x3 0xd7 0x2c 0xff 
2842 R 987 0x52 0x0 0x3 0xdb 0x2c 0xff 
2843 F 1011 0x46 0x0 0x3 0xf3 0x2c 0xff 
2844 F 969 0x46 0x0 0x3 0xc9 0x2c 0xff 
2845 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2846 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2847 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2848 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2849 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2850 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2851 F 986 0x46 0x0 0x3 0xda 0x2c 0xff 
2852 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
2853 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2854 F 987 0x46 0x0 0x3 0xdb 0x2c 0xff 
2855 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2856 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2857 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2858 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
2859 F 994 0x46 0x0 0x3 0xe2 0x2c 0xff 
