phototran 2 350Hz siggen Jack King 04/10/15
2590 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2591 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2592 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2593 R 991 0x52 0x0 0x3 0xdf 0x2c 0xff 
2594 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2595 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2596 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2597 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2598 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2599 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2600 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2601 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2602 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2603 R 1840 0x52 0x0 0x7 0x30 0x2c 0xff 
2604 F 891 0x46 0x0 0x3 0x7b 0x2c 0xff 
2605 R 948 0x52 0x0 0x3 0xb4 0x2c 0xff 
2606 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2607 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2608 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2609 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2610 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2611 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2612 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2613 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2614 F 1872 0x46 0x0 0x7 0x50 0x2c 0xff 
2615 R 898 0x52 0x0 0x3 0x82 0x2c 0xff 
2616 F 943 0x46 0x0 0x3 0xaf 0x2c 0xff 
2617 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2618 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2619 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2620 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2621 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2622 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2623 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2624 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2625 R 1880 0x52 0x0 0x7 0x58 0x2c 0xff 
2626 F 891 0x46 0x0 0x3 0x7b 0x2c 0xff 
2627 R 941 0x52 0x0 0x3 0xad 0x2c 0xff 
2628 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2629 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2630 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2631 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2632 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2633 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2634 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2635 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2636 F 1883 0x46 0x0 0x7 0x5b 0x2c 0xff 
2637 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
2638 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
2639 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2640 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2641 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2642 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2643 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2644 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2645 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
2646 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
2647 R 1887 0x52 0x0 0x7 0x5f 0x2c 0xff 
2648 F 895 0x46 0x0 0x3 0x7f 0x2c 0xff 
2649 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
2650 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2651 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2652 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2653 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2654 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2655 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2656 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2657 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2658 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2659 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2660 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2661 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2662 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2663 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2664 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2665 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2666 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2667 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2668 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2669 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
2670 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
2671 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2672 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2673 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2674 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2675 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2676 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2677 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2678 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2679 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2680 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2681 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2682 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2683 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2684 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2685 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2686 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2687 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2688 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2689 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2690 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
2691 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
2692 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2693 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2694 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2695 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2696 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2697 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2698 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2699 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2700 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2701 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2702 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2703 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2704 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2705 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2706 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2707 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2708 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2709 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2710 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2711 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
2712 R 930 0x52 0x0 0x3 0xa2 0x2c 0xff 
2713 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2714 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2715 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2716 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2717 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2718 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2719 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2720 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2721 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2722 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2723 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2724 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2725 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2726 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2727 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2728 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2729 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2730 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2731 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2732 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2733 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2734 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2735 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2736 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2737 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2738 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2739 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2740 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2741 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2742 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2743 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2744 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2745 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2746 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2747 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2748 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2749 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2750 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2751 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2752 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2753 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2754 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2755 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2756 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2757 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2758 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2759 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2760 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2761 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2762 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2763 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2764 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2765 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2766 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2767 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2768 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2769 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2770 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2771 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2772 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2773 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2774 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2775 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2776 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2777 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2778 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2779 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2780 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2781 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2782 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2783 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2784 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2785 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2786 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2787 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2788 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2789 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2790 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2791 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2792 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2793 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2794 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2795 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2796 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2797 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2798 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2799 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2800 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2801 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2802 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2803 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2804 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2805 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2806 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2807 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2808 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2809 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2810 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2811 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2812 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2813 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2814 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2815 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2816 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2817 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2818 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2819 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2820 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2821 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2822 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2823 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2824 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2825 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2826 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2827 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2828 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2829 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2830 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2831 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2832 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2833 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2834 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2835 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2836 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2837 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2838 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2839 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2840 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2841 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2842 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2843 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2844 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2845 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2846 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2847 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2848 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2849 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2850 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2851 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2852 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2853 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2854 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2855 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2856 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2857 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2858 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2859 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2860 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2861 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2862 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2863 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2864 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2865 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2866 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2867 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2868 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2869 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2870 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2871 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2872 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2873 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2874 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2875 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2876 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2877 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2878 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2879 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2880 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2881 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2882 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2883 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2884 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2885 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2886 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2887 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2888 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2889 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2890 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2891 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2892 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2893 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2894 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2895 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2896 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2897 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2898 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2899 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2900 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2901 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2902 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2903 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2904 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2905 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2906 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2907 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2908 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2909 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2910 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2911 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2912 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2913 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2914 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2915 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2916 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2917 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2918 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2919 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2920 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2921 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2922 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2923 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2924 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2925 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2926 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2927 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2928 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2929 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2930 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2931 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2932 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2933 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2934 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2935 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2936 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2937 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2938 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2939 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2940 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2941 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2942 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2943 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2944 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2945 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2946 F 1246 0x46 0x0 0x4 0xde 0x2c 0xff 
2947 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
2948 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2949 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2950 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2951 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2952 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2953 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2954 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2955 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2956 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2957 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2958 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2959 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2960 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2961 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2962 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2963 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2964 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2965 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2966 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2967 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2968 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2969 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2970 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2971 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2972 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2973 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2974 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2975 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2976 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2977 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2978 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2979 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2980 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2981 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2982 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2983 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
2984 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
2985 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
2986 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2987 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2988 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2989 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2990 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2991 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2992 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2993 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2994 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2995 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2996 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2997 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
2998 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
2999 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3000 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3001 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3002 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3003 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3004 R 1837 0x52 0x0 0x7 0x2d 0x2c 0xff 
3005 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
3006 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3007 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3008 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3009 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
